shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
shape_101_shola_piassa,9.032109165969416,38.76551731580213,13,3958.5
shape_101_shola_piassa,9.032734614511838,38.76367546414849,14,4172.39
shape_101_shola_piassa,9.033110235380377,38.76359226527461,15,4215.14
shape_101_shola_piassa,9.033098497234207,38.76312872869477,16,4266.06
shape_101_shola_piassa,9.033098497234207,38.762891017627055,17,4292.16
shape_101_shola_piassa,9.03447428566038,38.7599479048381,18,4649.74
shape_101_shola_piassa,9.03678668425519,38.75752325195694,19,5019.89
shape_101_shola_piassa,9.038746558764572,38.756837069392134,20,5250.48
shape_101_shola_piassa,9.039791235903706,38.756587472773504,21,5369.83
shape_101_shola_piassa,9.03977949797519,38.75587433957179,22,5448.15
shape_101_shola_piassa,9.039239552848386,38.75554154407919,23,5518.44
shape_101_shola_piassa,9.038007066374462,38.755505887418536,24,5655.54
shape_101_shola_piassa,9.037455380586309,38.7557911406995,25,5724.42
shape_101_shola_piassa,9.036187673873044,38.75554154407919,26,5868.03
shape_101_shola_piassa,9.035268221172245,38.75505143165208,27,5983.57
shape_101_shola_piassa,9.033530981775883,38.75477806392519,28,6179.06
shape_101_shola_piassa,9.032826693148337,38.754457153985044,29,6264.93
shape_101_shola_piassa,9.03250976281683,38.75381533410484,30,6343.74
shape_101_shola_piassa,9.03250976281683,38.75275751985808,31,6459.9
shape_212_cinema_megenagna,9.029885696401763,38.75279516081824,1,0.0
shape_212_cinema_megenagna,9.029012951487786,38.75504328562073,2,265.27
shape_212_cinema_megenagna,9.028547239223471,38.757754726878716,3,567.5
shape_212_cinema_megenagna,9.028993546822136,38.7604465200115,4,867.25
shape_212_cinema_megenagna,9.029886160362153,38.7622737956427,5,1091.12
shape_212_cinema_megenagna,9.029721837285564,38.76337163921974,6,1213.05
shape_212_cinema_megenagna,9.02970243265814,38.76362706484619,7,1241.19
shape_212_cinema_megenagna,9.03267132852136,38.763391287344746,8,1572.33
shape_212_cinema_megenagna,9.03267132852136,38.76380389797126,9,1617.64
shape_212_cinema_megenagna,9.032166811995793,38.76547398860109,10,1809.43
shape_212_cinema_megenagna,9.033238768974698,38.76707922641165,11,2022.23
shape_212_cinema_megenagna,9.033238768974698,38.76803146294199,12,2126.8
shape_212_cinema_megenagna,9.031754655596444,38.76935566686814,13,2346.75
shape_212_cinema_megenagna,9.031284440181992,38.77042693296454,14,2475.49
shape_212_cinema_megenagna,9.031347047070184,38.7712979024935,15,2571.39
shape_212_cinema_megenagna,9.032419724902383,38.77286016555084,16,2780.34
shape_212_cinema_megenagna,9.032684220314835,38.77506221252858,17,3023.94
shape_212_cinema_megenagna,9.03468262382907,38.77733865298413,18,3358.42
shape_212_cinema_megenagna,9.03491087058842,38.77712808923795,19,3392.75
shape_212_cinema_megenagna,9.034881010065703,38.77752997334309,20,3437.01
shape_212_cinema_megenagna,9.03460182215882,38.7777829111719,21,3478.66
shape_212_cinema_megenagna,9.03504264507022,38.779612990753805,22,3685.53
shape_212_cinema_megenagna,9.033705480575946,38.78087767989598,23,3888.99
shape_212_cinema_megenagna,9.024701149624548,38.79571300195005,24,5801.23
shape_212_cinema_megenagna,9.022585376098462,38.799331767901464,25,6263.05
shape_92_megenagnainside_tafoend,9.020108208220094,38.80185273535804,1,0.0
shape_92_megenagnainside_tafoend,9.019863394244723,38.801330884153316,2,63.45
shape_92_megenagnainside_tafoend,9.019476845524721,38.801226513913036,3,107.93
shape_92_megenagnainside_tafoend,9.01915472127503,38.801487439514545,4,153.8
shape_92_megenagnainside_tafoend,9.019296455980111,38.80200929071927,5,213.24
shape_92_megenagnainside_tafoend,9.019412420697961,38.80241372540266,6,259.49
shape_92_megenagnainside_tafoend,9.020211287738363,38.806875553197386,7,757.47
shape_92_megenagnainside_tafoend,9.020391676825781,38.807971440726135,8,879.48
shape_92_megenagnainside_tafoend,9.020288597358174,38.80949785549703,9,1047.5
shape_92_megenagnainside_tafoend,9.019785986760297,38.8121459994658,10,1343.64
shape_92_megenagnainside_tafoend,9.019463863005086,38.81715577415551,11,1894.98
shape_92_megenagnainside_tafoend,9.019000003977965,38.819908539257625,12,2201.66
shape_92_megenagnainside_tafoend,9.018742499496994,38.82189591169387,13,2421.78
shape_92_megenagnainside_tafoend,9.018845579406133,38.82303093806422,14,2546.96
shape_92_megenagnainside_tafoend,9.019773297261153,38.82596635108635,15,2885.43
shape_92_megenagnainside_tafoend,9.021551564072212,38.83043039559584,16,3414.04
shape_92_megenagnainside_tafoend,9.021731952488878,38.83125231124197,17,3506.51
shape_92_megenagnainside_tafoend,9.021551564072212,38.83570109275732,18,3995.48
shape_92_megenagnainside_tafoend,9.021353843591498,38.84132608588823,19,4613.61
shape_92_megenagnainside_tafoend,9.0209718921149,38.84859007221377,20,5412.46
shape_92_megenagnainside_tafoend,9.020773074313155,38.85142776828803,21,5724.88
shape_92_megenagnainside_tafoend,9.020347871769602,38.85198875833095,22,5802.54
shape_92_megenagnainside_tafoend,9.020219022415503,38.85238014673493,23,5847.85
shape_92_megenagnainside_tafoend,9.02059268541636,38.85300636817993,24,5928.2
shape_92_megenagnainside_tafoend,9.02070251606041,38.85350591242485,25,5984.4
shape_92_megenagnainside_tafoend,9.020470587417307,38.85928541450991,26,6619.62
shape_92_megenagnainside_tafoend,9.02070251606041,38.86379942742394,27,7116.02
shape_92_megenagnainside_tafoend,9.020951448147372,38.86980849372992,28,7776.52
shape_92_megenagnainside_tafoend,9.021281485768824,38.87504939688134,29,8353.24
shape_92_megenagnainside_tafoend,9.020830513993943,38.87571475716794,30,8441.86
shape_92_megenagnainside_tafoend,9.021165521652364,38.8763670711717,31,8522.6
shape_92_megenagnainside_tafoend,9.021783996511843,38.87626270093145,32,8592.32
shape_92_megenagnainside_tafoend,9.023652299544835,38.87746295870048,33,8838.36
shape_92_megenagnainside_tafoend,9.025331785866001,38.877939102544076,34,9032.29
shape_92_megenagnainside_tafoend,9.029377576293953,38.877926056262936,35,9482.16
shape_92_megenagnainside_tafoend,9.037712196082836,38.877794283037275,36,10409.04
shape_92_megenagnainside_tafoend,9.045804118159026,38.87785739327222,37,11308.85
shape_92_megenagnainside_tafoend,9.054656869118773,38.878025525004546,38,12293.4
shape_92_megenagnainside_tafoend,9.055435977814298,38.87811432033226,39,12380.58
shape_92_megenagnainside_tafoend,9.056093044795205,38.87851875501565,40,12466.09
shape_119_megenagnaup_tafomission,9.020265140459557,38.803439610242776,1,0.0
shape_119_megenagnaup_tafomission,9.02027361631302,38.80397169349439,2,58.44
shape_119_megenagnaup_tafomission,9.020849973913869,38.805027278008964,3,190.9
shape_119_megenagnaup_tafomission,9.020968635029433,38.80535340069636,4,229.07
shape_119_megenagnaup_tafomission,9.02150120982003,38.809569082456875,5,695.8
shape_119_megenagnaup_tafomission,9.021225077215092,38.812660859783136,6,1036.73
shape_119_megenagnaup_tafomission,9.021284408030795,38.81336458279284,7,1114.29
shape_119_megenagnaup_tafomission,9.022047231933499,38.81537276796797,8,1350.58
shape_119_megenagnaup_tafomission,9.023655571563594,38.81798222402696,9,1688.37
shape_119_megenagnaup_tafomission,9.02361319254291,38.81832550419196,10,1726.36
shape_119_megenagnaup_tafomission,9.023917088329725,38.818709750720416,11,1780.42
shape_119_megenagnaup_tafomission,9.023950991400469,38.81987690107758,12,1908.65
shape_119_megenagnaup_tafomission,9.024631735288906,38.82259809581859,13,2216.93
shape_119_megenagnaup_tafomission,9.025579005625715,38.82613039559189,14,2618.89
shape_119_megenagnaup_tafomission,9.025839397513352,38.82703316707054,15,2722.17
shape_119_megenagnaup_tafomission,9.026392864182554,38.82861585346072,16,2906.55
shape_119_megenagnaup_tafomission,9.027155752989927,38.83043519829471,17,3123.61
shape_119_megenagnaup_tafomission,9.028150754361562,38.83222052968287,18,3348.73
shape_119_megenagnaup_tafomission,9.028808707389743,38.83467785068069,19,3628.33
shape_119_megenagnaup_tafomission,9.029650022627365,38.83622869326638,20,3822.64
shape_119_megenagnaup_tafomission,9.030642342411141,38.83933037804718,21,4180.69
shape_119_megenagnaup_tafomission,9.032620856025986,38.84355308970726,22,4693.95
shape_119_megenagnaup_tafomission,9.034191360894269,38.846920787012834,23,5102.93
shape_119_megenagnaup_tafomission,9.034582834929566,38.84829782418697,24,5260.29
shape_119_megenagnaup_tafomission,9.03539530170498,38.8518846828228,25,5664.41
shape_119_megenagnaup_tafomission,9.0358059175596,38.853978735570564,26,5898.86
shape_119_megenagnaup_tafomission,9.037452509394882,38.85402261151626,27,6082.02
shape_119_megenagnaup_tafomission,9.03882827443239,38.8538690457043,28,6235.92
shape_119_megenagnaup_tafomission,9.039608233379795,38.8559092772214,29,6476.17
shape_119_megenagnaup_tafomission,9.041266799100939,38.858235663902576,30,6791.25
shape_119_megenagnaup_tafomission,9.04141845689,38.859124151820566,31,6890.26
shape_119_megenagnaup_tafomission,9.041017646879538,38.8607036858989,32,7069.35
shape_119_megenagnaup_tafomission,9.041689274212558,38.862008995309935,33,7230.98
shape_119_megenagnaup_tafomission,9.041730549099213,38.8624356174563,34,7278.05
shape_119_megenagnaup_tafomission,9.04078810404647,38.864530693906545,35,7530.86
shape_119_megenagnaup_tafomission,9.04092571864929,38.86528970223691,36,7615.61
shape_119_megenagnaup_tafomission,9.042626450384063,38.86673760847532,37,7862.68
shape_119_megenagnaup_tafomission,9.043514727459396,38.86818551471376,38,8049.86
shape_119_megenagnaup_tafomission,9.044492164247615,38.86859231499861,39,8167.37
shape_119_megenagnaup_tafomission,9.04728696535301,38.86919560926475,40,8485.12
shape_119_megenagnaup_tafomission,9.050291672736009,38.87059767877949,41,8852.99
shape_119_megenagnaup_tafomission,9.05324383554435,38.87191256124402,42,9211.61
shape_119_megenagnaup_tafomission,9.05709237249026,38.87379511815439,43,9686.86
shape_119_megenagnaup_tafomission,9.05771389772734,38.8743064760435,44,9775.91
shape_119_megenagnaup_tafomission,9.057824879438698,38.874834676692075,45,9835.21
shape_119_megenagnaup_tafomission,9.057814221579946,38.87616215404279,46,9980.98
shape_119_megenagnaup_tafomission,9.05668220648083,38.87799399884338,47,10218.27
shape_119_megenagnaup_tafomission,9.056282670371942,38.878634784742246,48,10301.49
shape_119_megenagnaup_tafomission,9.05668220596425,38.87914050876577,49,10372.6
shape_119_megenagnaup_tafomission,9.057880810076554,38.8792866068182,50,10506.84
shape_119_megenagnaup_tafomission,9.058999012258681,38.879700192395546,51,10639.22
shape_119_megenagnaup_tafomission,9.059409642952133,38.87999238849892,52,10695.02
shape_119_megenagnaup_tafomission,9.05986466560465,38.8809364066783,53,10810.37
shape_119_megenagnaup_tafomission,9.060186510581786,38.88121736370812,54,10857.62
shape_119_megenagnaup_tafomission,9.06137400494606,38.88143089162975,55,10991.73
shape_119_megenagnaup_tafomission,9.061840123156514,38.88194785396584,56,11068.6
shape_119_megenagnaup_tafomission,9.062721366433962,38.883789574529544,57,11293.32
shape_119_megenagnaup_tafomission,9.06409150407238,38.885541159157555,58,11538.69
shape_119_megenagnaup_tafomission,9.066771628620245,38.88885803578518,59,12009.29
shape_119_megenagnaup_tafomission,9.069820539691861,38.8926868649973,60,12549.38
shape_119_megenagnaup_tafomission,9.072904751961886,38.89655123063784,61,13094.96
shape_119_megenagnaup_tafomission,9.074499820695408,38.89862235895785,62,13383.36
shape_119_megenagnaup_tafomission,9.078962635128988,38.90401340621506,63,14155.8
shape_119_megenagnaup_tafomission,9.079451966733927,38.90479886182641,64,14257.78
shape_85_derartuadebabay_tafomission,9.021123670562972,38.87373435282635,1,0.0
shape_85_derartuadebabay_tafomission,9.021226825383224,38.875019048212124,2,141.55
shape_85_derartuadebabay_tafomission,9.02090704534372,38.8754316129897,3,199.14
shape_85_derartuadebabay_tafomission,9.020819363670995,38.87592773519191,4,254.49
shape_85_derartuadebabay_tafomission,9.021131627988709,38.87640479357651,5,317.35
shape_85_derartuadebabay_tafomission,9.021709294591105,38.8763995712379,6,381.58
shape_85_derartuadebabay_tafomission,9.02193623478989,38.8763369031704,7,407.74
shape_85_derartuadebabay_tafomission,9.023437131141492,38.877360481607894,8,608.96
shape_85_derartuadebabay_tafomission,9.024465739993985,38.877768935690284,9,731.81
shape_85_derartuadebabay_tafomission,9.02541991212044,38.87798827392564,10,840.61
shape_85_derartuadebabay_tafomission,9.027200942792504,38.87799474682765,11,1038.66
shape_85_derartuadebabay_tafomission,9.030000733311766,38.87800519144906,12,1349.98
shape_85_derartuadebabay_tafomission,9.032121675482102,38.87793763889184,13,1585.93
shape_85_derartuadebabay_tafomission,9.035936712662632,38.87792850498815,14,2010.15
shape_85_derartuadebabay_tafomission,9.03854894008829,38.87777984277588,15,2301.07
shape_85_derartuadebabay_tafomission,9.040519096829996,38.8778111768103,16,2520.17
shape_85_derartuadebabay_tafomission,9.043291168972175,38.87786361336029,17,2828.47
shape_85_derartuadebabay_tafomission,9.045578594387294,38.87791252501813,18,3082.87
shape_85_derartuadebabay_tafomission,9.048629046023976,38.877938635059024,19,3422.08
shape_85_derartuadebabay_tafomission,9.050492978829837,38.87796036247187,20,3629.35
shape_85_derartuadebabay_tafomission,9.054430497641093,38.87808537626043,21,4067.4
shape_85_derartuadebabay_tafomission,9.055343069504204,38.87810626833715,22,4168.9
shape_85_derartuadebabay_tafomission,9.056168228842878,38.8786650586068,23,4279.28
shape_85_derartuadebabay_tafomission,9.056610178297873,38.87903313463522,24,4342.91
shape_85_derartuadebabay_tafomission,9.057311561384324,38.87928380690494,25,4425.61
shape_85_derartuadebabay_tafomission,9.058123209004123,38.87934530939006,26,4516.12
shape_85_derartuadebabay_tafomission,9.059149492706268,38.879742207150485,27,4638.27
shape_85_derartuadebabay_tafomission,9.059443662983412,38.880089833302236,28,4688.54
shape_85_derartuadebabay_tafomission,9.059644793453415,38.880580733164464,29,4746.9
shape_85_derartuadebabay_tafomission,9.059949067538028,38.88106118834952,30,4809.58
shape_85_derartuadebabay_tafomission,9.060320384715482,38.881270081907644,31,4856.81
shape_85_derartuadebabay_tafomission,9.061083559131234,38.88136784592285,32,4942.35
shape_85_derartuadebabay_tafomission,9.06140136431317,38.8814896238753,33,4980.13
shape_85_derartuadebabay_tafomission,9.061643750979144,38.88170896211207,34,5016.28
shape_85_derartuadebabay_tafomission,9.062298709876416,38.882930989428985,35,5168.95
shape_85_derartuadebabay_tafomission,9.063005239067067,38.88415823897742,36,5324.94
shape_85_derartuadebabay_tafomission,9.064154889821864,38.88558352957472,37,5527.02
shape_85_derartuadebabay_tafomission,9.065080881535778,38.886737059686425,38,5690.26
shape_85_derartuadebabay_tafomission,9.066174187620035,38.888136646528466,39,5886.21
shape_85_derartuadebabay_tafomission,9.067025107503426,38.88922811537199,40,6038.91
shape_85_derartuadebabay_tafomission,9.06828663940773,38.890794994158455,41,6260.9
shape_85_derartuadebabay_tafomission,9.069199438925097,38.891876018324695,42,6417.08
shape_85_derartuadebabay_tafomission,9.070156258023346,38.893138084910674,43,6591.79
shape_85_derartuadebabay_tafomission,9.071218519608593,38.89452725922581,44,6784.71
shape_85_derartuadebabay_tafomission,9.073055104754104,38.89693616296688,45,7118.88
shape_85_derartuadebabay_tafomission,9.073811799694525,38.897850759306436,46,7249.9
